Time_s, Flow_LPM, Pressure_cmH2O, PDiff_cmH2O, Pmus_cmH2O, SaO2_%, PmCO2_mmHg, Dchemo
76.15000000000205, -14.805220603942871, 0.8242306113243103, 0.7706421613693237, -0.009181609852113868, 86.40354444000056, 40.38512797236901, 7.437782772058478
76.16000000000206, -15.152924537658691, 1.0238404273986816, 0, -0.005069433586061204, 86.4023098595491, 40.38633457089329, 7.438544037851861
76.17000000000206, -15.499676704406738, 0.820618748664856, -0.1834862232208252, -0.002402186410368004, 86.40107164948317, 40.38752669857696, 7.43930727753392
76.18000000000207, -14.411362648010254, 0.6248918771743774, 0.6238532066345215, -0.0008779346338771962, 86.39983019230681, 40.3887037605476, 7.440072885458576
76.19000000000207, -14.411362648010254, 0.6248918771743774, 0.6238532066345215, -0.00015867843032862328, 86.39858588858324, 40.3898651637145, 7.440839880902868
76.20000000000208, -13.981685638427734, 0.6271715760231018, 0.22018347680568695, 0, 86.39733915196719, 40.391010316043186, 7.441609162567465
76.21000000000208, -13.449496269226074, 0.6299953460693359, 0, 0, 86.3960904111416, 40.39213863292861, 7.44237924481476
76.22000000000209, -13.30610466003418, 0.5666688084602356, 0.49541282653808594, 0, 86.39484010173295, 40.393249538457184, 7.443150604980339
76.2300000000021, -13.30610466003418, 0.5666688084602356, 0.49541282653808594, 0, 86.39358866855265, 40.394342453989466, 7.443922627185045
76.2400000000021, -12.940610885620117, 0.7700265049934387, 0.22018347680568695, 0, 86.39233656834257, 40.3954168048311, 7.444695339566058
76.2500000000021, -12.931564331054688, 0.8341622352600098, -0.1834862232208252, 0, 86.39108427670895, 40.396472031595565, 7.4454681817129655
76.26000000000211, -12.931564331054688, 0.8341622352600098, -0.1834862232208252, 0, 86.38983228658871, 40.3975075797097, 7.44624106981994
76.27000000000211, -12.931564331054688, 0.8341622352600098, -0.1834862232208252, 0, 86.3885811008523, 40.398522903210385, 7.44701349898294
76.28000000000212, -12.931564331054688, 0.8341622352600098, -0.1834862232208252, 0, 86.38733123303614, 40.39951746191678, 7.447785385047069
76.29000000000212, -12.37458610534668, 0.5075247287750244, 0, 0, 86.38608321245098, 40.40049072428969, 7.4485557459998635
76.30000000000213, -12.287044525146484, 0.5720770955085754, -0.1834862232208252, 0, 86.38483758165036, 40.401442162591756, 7.449325422968618
76.31000000000213, -12.287044525146484, 0.5720770955085754, -0.1834862232208252, 0, 86.38359489115093, 40.40237126950534, 7.450092956775904
76.32000000000214, -11.835930824279785, 0.4371405839920044, 0.22018347680568695, 0, 86.38235570019492, 40.40327754311647, 7.450858290597273
76.33000000000214, -11.83803939819336, 0.9772968292236328, 0, 0, 86.38112057674347, 40.40416048036959, 7.45162131125266
76.34000000000215, -11.83803939819336, 0.9772968292236328, 0, 0, 86.3798900877343, 40.40501958398865, 7.452381512782553
76.35000000000215, -11.83803939819336, 0.9772968292236328, 0, 0, 86.37866480470726, 40.40585436100014, 7.4531388378515455
76.36000000000216, -11.102280616760254, 0.4410346746444702, -0.1834862232208252, 0, 86.37744530589052, 40.406664326882215, 7.453892695821154
76.37000000000216, -10.761675834655762, 0.516085684299469, 0, 0, 86.37623217654755, 40.40744901687396, 7.454642552110066
76.38000000000217, -10.309591293334961, 0.4452424943447113, 0.7706421613693237, 0, 86.37502600181145, 40.408207976271065, 7.455388348829953
76.39000000000217, -10.309591293334961, 0.4452424943447113, 0.7706421613693237, 0, 86.37382736471696, 40.408940776227944, 7.4561295228981415
76.40000000000218, -10.220970153808594, 0.5189560651779175, 0, 0, 86.37263685140071, 40.40964699611693, 7.456865567484732
76.41000000000219, -9.978500366210938, 0.5202856063842773, 0.22018347680568695, 0, 86.37145505445937, 40.410326218156065, 7.457596367777824
76.42000000000219, -9.840010643005371, 0.6492239236831665, 0.6238532066345215, 0, 86.37028257209958, 40.41097803620953, 7.4583218369541715
76.4300000000022, -9.840010643005371, 0.6492239236831665, 0.6238532066345215, 0, 86.36911999287167, 40.41160207013168, 7.459041019177488
76.4400000000022, -9.595361709594727, 0.38506582379341125, 0, 0, 86.36796790625827, 40.412197949482284, 7.459753770771051
76.4500000000022, -9.323993682861328, 0.32247334718704224, 0, 0, 86.36682690728657, 40.41276531465819, 7.46045955585341
76.46000000000221, -9.21481704711914, 0.4512503445148468, 0.6238532066345215, 0, 86.36569758474997, 40.41330383368994, 7.461158343601992
76.47000000000222, -9.21481704711914, 0.4512503445148468, 0.6238532066345215, 0, 86.36458052367715, 40.41381322598568, 7.46185001807038
76.48000000000222, -8.9961519241333, 0.25103679299354553, 0.22018347680568695, 0, 86.36347630869953, 40.41429322669236, 7.462533117677749
76.49000000000223, -8.695952415466309, 0.6555280089378357, 0, 0, 86.3623855204761, 40.41474358865771, 7.463208479809489
76.50000000000223, -8.642722129821777, 0.32622745633125305, 0.3669724464416504, 0, 86.3613087276609, 40.41516410445167, 7.463875091083079
76.51000000000224, -8.642722129821777, 0.32622745633125305, 0.3669724464416504, 0, 86.36024650015591, 40.41555463808043, 7.464532920118775
76.52000000000224, -8.395498275756836, 0.3916775584220886, 0, 0, 86.35919940478904, 40.41591507553296, 7.465181344899037
76.53000000000225, -8.201897621154785, 0.32865679264068604, 0, 0, 86.35816799492456, 40.41624534035186, 7.465820390714479
76.54000000000225, -8.201897621154785, 0.32865679264068604, 0, 0, 86.35715281339708, 40.416545410195155, 7.46644895843997
76.55000000000226, -8.201897621154785, 0.32865679264068604, 0, 0, 86.35615439942943, 40.41681527379329, 7.4670674646653765
76.56000000000226, -7.959214210510254, 0.45816972851753235, 0, 0, 86.35517328732615, 40.417054953733384, 7.467675400740875
76.57000000000227, -7.850810527801514, 0.33059170842170715, -0.1834862232208252, 0, 86.3542100024403, 40.41726460319812, 7.468272229489829
76.58000000000227, -7.605952739715576, 0.25869816541671753, 0.3669724464416504, 0, 86.35326506941836, 40.41744445458974, 7.468857833438841
76.59000000000228, -7.605952739715576, 0.25869816541671753, 0.3669724464416504, 0, 86.35233899582327, 40.41759478836248, 7.4694317037558715
76.60000000000228, -7.416138648986816, 0.2597443461418152, 0.22018347680568695, 0, 86.35143228243852, 40.417715898179985, 7.469993779891007
76.61000000000229, -7.2274699211120605, 0.33402737975120544, 0, 0, 86.35054542620104, 40.417808126487955, 7.470543047576991
76.62000000000229, -7.059581279754639, 0.399040549993515, 0.49541282653808594, 0, 86.34967891999663, 40.417871927916586, 7.471080371266291
